Monster,Move
Icepeck,Charge
Icepeck,Clobber
Icepeck,Cold Fusion
Icepeck,Compliment
Icepeck,Critical AP
Icepeck,Criticise
Icepeck,Crossfade
Icepeck,Crumble
Icepeck,Crystal Lens
Icepeck,Custom Starter
Icepeck,Deep Freeze
Icepeck,Defend
Icepeck,Delegate
Icepeck,Desperation
Icepeck,Dodge
Icepeck,Double Slice
Icepeck,Double Smack
Icepeck,Déjà Vu
Icepeck,Earth Resistance
Icepeck,Earth Wall
Icepeck,Elemental Coating
Icepeck,Elemental Wall
Icepeck,Energy Shot
Icepeck,Energy Wave
Icepeck,Focus
Icepeck,Frozen Ground
Icepeck,Gambit
Icepeck,Headshot
Icepeck,Ice Breaker
Icepeck,Ice Camouflage
Icepeck,Ice Coating
Icepeck,Ice Resistance
Icepeck,Ice Wall
Icepeck,Icicle Dart
Icepeck,Jagged Edge
Icepeck,Last Rites
Icepeck,Mountain Smash
Icepeck,Multi Shot
Icepeck,Multi Smack
Icepeck,Nod
Icepeck,Pity AP
Icepeck,Quick Smack
Icepeck,Raise Arms
Icepeck,Raise Shields
Icepeck,Random Starter
Icepeck,Rapid Fire
Icepeck,Roll Again
Icepeck,Sharpen
Icepeck,Slice
Icepeck,Smack
Icepeck,Snow Rush
Icepeck,Spit
Icepeck,Spray
Icepeck,Sprint
Icepeck,The Old 1-2
Icepeck,Trip
Icepeck,Unshakeable
Icepeck,Wallop
Icepeck,Wink
Cryoshear,Air Camouflage
Cryoshear,Air Coating
Cryoshear,Air Resistance
Cryoshear,Air Wall
Cryoshear,AP Boost
Cryoshear,AP Drain
Cryoshear,AP Refund
Cryoshear,AP Starter
Cryoshear,Avalanche
Cryoshear,Battery
Cryoshear,Berserker
Cryoshear,Bish Bash Bosh
Cryoshear,Blizzard
Cryoshear,Brace for Impact
Cryoshear,Charge
Cryoshear,Clobber
Cryoshear,Cold Fusion
Cryoshear,Compliment
Cryoshear,Copper Chop
Cryoshear,Critical AP
Cryoshear,Criticise
Cryoshear,Crossfade
Cryoshear,Crumble
Cryoshear,Crystal Lens
Cryoshear,Custom Starter
Cryoshear,Deep Freeze
Cryoshear,Defend
Cryoshear,Delegate
Cryoshear,Desperation
Cryoshear,Dodge
Cryoshear,Double Slice
Cryoshear,Double Smack
Cryoshear,Dual Wield
Cryoshear,Déjà Vu
Cryoshear,Earth Resistance
Cryoshear,Earth Wall
Cryoshear,Elemental Coating
Cryoshear,Elemental Wall
Cryoshear,Energy Shot
Cryoshear,Energy Wave
Cryoshear,Final Breath
Cryoshear,Focus
Cryoshear,Frozen Ground
Cryoshear,Gambit
Cryoshear,Headshot
Cryoshear,Heroic Blade
Cryoshear,Ice Breaker
Cryoshear,Ice Camouflage
Cryoshear,Ice Coating
Cryoshear,Ice Resistance
Cryoshear,Ice Wall
Cryoshear,Icicle Dart
Cryoshear,Jagged Edge
Cryoshear,Last Rites
Cryoshear,Mountain Smash
Cryoshear,Multi Shot
Cryoshear,Multi Smack
Cryoshear,Nod
Cryoshear,Parry Stance
Cryoshear,Pity AP
Cryoshear,Plastic Knife
Cryoshear,Provoke
Cryoshear,Quick Smack
Cryoshear,Raise Arms
Cryoshear,Raise Shields
Cryoshear,Random Starter
Cryoshear,Rapid Fire
Cryoshear,Roll Again
Cryoshear,Sharp Edges
Cryoshear,Sharpen
Cryoshear,Shield Bash
Cryoshear,Silicon Slash
Cryoshear,Slice
Cryoshear,Smack
Cryoshear,Snow Rush
Cryoshear,Spit
Cryoshear,Spray
Cryoshear,Sprint
Cryoshear,Stab In The Dark
Cryoshear,Status Resistance
Cryoshear,Sturdy Armour
Cryoshear,Superheated Fist
Cryoshear,Taunt
Cryoshear,The Old 1-2
Cryoshear,Throw
Cryoshear,Toxic Stab
Cryoshear,Toy Hammer
Cryoshear,Trip
Cryoshear,Unshakeable
Cryoshear,Wallop
Cryoshear,Wink
Cryoshear,Woodcutter
Sparktan,Air Camouflage
Sparktan,Air Coating
Sparktan,Air Resistance
Sparktan,Air Wall
Sparktan,AP Boost
Sparktan,AP Drain
Sparktan,AP Refund
Sparktan,AP Starter
Sparktan,Astral Camouflage
Sparktan,Astral Coating
Sparktan,Astral Resistance
Sparktan,Astral Wall
Sparktan,Avalanche
Sparktan,Battery
Sparktan,Bish Bash Bosh
Sparktan,Blizzard
Sparktan,Brace for Impact
Sparktan,Broadcast
Sparktan,Butterfly Effect
Sparktan,Charge
Sparktan,Clobber
Sparktan,Cold Fusion
Sparktan,Compliment
Sparktan,Copper Chop
Sparktan,Critical AP
Sparktan,Criticise
Sparktan,Crossfade
Sparktan,Crumble
Sparktan,Custom Starter
Sparktan,Damage Roll
Sparktan,Deep Freeze
Sparktan,Defend
Sparktan,Delegate
Sparktan,Desperation
Sparktan,Dodge
Sparktan,Double Slice
Sparktan,Double Smack
Sparktan,Déjà Vu
Sparktan,Elemental Coating
Sparktan,Elemental Wall
Sparktan,Energy Shot
Sparktan,Energy Wave
Sparktan,Focus
Sparktan,Fog
Sparktan,Frozen Ground
Sparktan,Gambit
Sparktan,Gear Shear
Sparktan,Glitter Bomb
Sparktan,Glitter Resistance
Sparktan,Grounded
Sparktan,Haunt
Sparktan,Headshot
Sparktan,Hurricane
Sparktan,Ice Camouflage
Sparktan,Ice Coating
Sparktan,Ice Resistance
Sparktan,Ice Wall
Sparktan,Icicle Dart
Sparktan,Ionised Air
Sparktan,Iron Filings
Sparktan,Jagged Edge
Sparktan,Last Rites
Sparktan,Liftoff
Sparktan,Lightning Bolt
Sparktan,Lightning Camouflage
Sparktan,Lightning Coating
Sparktan,Lightning Wall
Sparktan,Magic Tome
Sparktan,Magnet
Sparktan,Metal Camouflage
Sparktan,Metal Coating
Sparktan,Metal Resistance
Sparktan,Metal Riff
Sparktan,Metal Wall
Sparktan,Multi Shot
Sparktan,Multi Smack
Sparktan,Nod
Sparktan,Phase Shift
Sparktan,Pity AP
Sparktan,Prismatic
Sparktan,Quick Smack
Sparktan,Raise Arms
Sparktan,Raise Shields
Sparktan,Random Starter
Sparktan,Rapid Fire
Sparktan,Retribution
Sparktan,Roll Again
Sparktan,Self-Assured
Sparktan,Sharp Edges
Sparktan,Sharpen
Sparktan,Shield Bash
Sparktan,Shrapnel
Sparktan,Slice
Sparktan,Smack
Sparktan,Snow Rush
Sparktan,Sonic Boom
Sparktan,Spit
Sparktan,Spray
Sparktan,Sprint
Sparktan,Sturdy Armour
Sparktan,The Old 1-2
Sparktan,Thunder Blast
Sparktan,Trip
Sparktan,Unicast
Sparktan,Unshakeable
Sparktan,Wallop
Sparktan,Wink
Sparktan,Zephyr
Zeustrike,Air Camouflage
Zeustrike,Air Coating
Zeustrike,Air Resistance
Zeustrike,Air Wall
Zeustrike,AP Boost
Zeustrike,AP Drain
Zeustrike,AP Refund
Zeustrike,AP Starter
Zeustrike,Astral Camouflage
Zeustrike,Astral Coating
Zeustrike,Astral Resistance
Zeustrike,Astral Wall
Zeustrike,Avalanche
Zeustrike,Battery
Zeustrike,Bish Bash Bosh
Zeustrike,Blizzard
Zeustrike,Brace for Impact
Zeustrike,Broadcast
Zeustrike,Butterfly Effect
Zeustrike,Call For Help
Zeustrike,Change the Record
Zeustrike,Charge
Zeustrike,Clobber
Zeustrike,Cold Fusion
Zeustrike,Compliment
Zeustrike,Copper Chop
Zeustrike,Copy That
Zeustrike,Critical AP
Zeustrike,Criticise
Zeustrike,Crossfade
Zeustrike,Crumble
Zeustrike,Custom Starter
Zeustrike,Damage Roll
Zeustrike,Deep Freeze
Zeustrike,Defend
Zeustrike,Delegate
Zeustrike,Desperation
Zeustrike,Dodge
Zeustrike,Double Slice
Zeustrike,Double Smack
Zeustrike,Déjà Vu
Zeustrike,Echolocation
Zeustrike,Elemental Coating
Zeustrike,Elemental Wall
Zeustrike,Energy Shot
Zeustrike,Energy Wave
Zeustrike,Focus
Zeustrike,Fog
Zeustrike,Frozen Ground
Zeustrike,Gambit
Zeustrike,Gear Shear
Zeustrike,Glitter Bomb
Zeustrike,Glitter Resistance
Zeustrike,Grounded
Zeustrike,Haunt
Zeustrike,Headshot
Zeustrike,Hurricane
Zeustrike,Ice Camouflage
Zeustrike,Ice Coating
Zeustrike,Ice Resistance
Zeustrike,Ice Wall
Zeustrike,Icicle Dart
Zeustrike,Ionised Air
Zeustrike,Iron Filings
Zeustrike,Jagged Edge
Zeustrike,Last Rites
Zeustrike,Liftoff
Zeustrike,Lightning Bolt
Zeustrike,Lightning Camouflage
Zeustrike,Lightning Coating
Zeustrike,Lightning Wall
Zeustrike,Magic Tome
Zeustrike,Magnet
Zeustrike,Metal Camouflage
Zeustrike,Metal Coating
Zeustrike,Metal Resistance
Zeustrike,Metal Riff
Zeustrike,Metal Wall
Zeustrike,Multi Shot
Zeustrike,Multi Smack
Zeustrike,Nod
Zeustrike,Phase Shift
Zeustrike,Pity AP
Zeustrike,Prismatic
Zeustrike,Quick Smack
Zeustrike,Raise Arms
Zeustrike,Raise Shields
Zeustrike,Random Starter
Zeustrike,Rapid Fire
Zeustrike,Retribution
Zeustrike,Roll Again
Zeustrike,Self-Assured
Zeustrike,Sharp Edges
Zeustrike,Sharpen
Zeustrike,Shield Bash
Zeustrike,Shrapnel
Zeustrike,Slice
Zeustrike,Smack
Zeustrike,Snow Rush
Zeustrike,Sonic Boom
Zeustrike,Spit
Zeustrike,Spray
Zeustrike,Sprint
Zeustrike,Sturdy Armour
Zeustrike,The Old 1-2
Zeustrike,Thunder Blast
Zeustrike,Trip
Zeustrike,Unicast
Zeustrike,Unshakeable
Zeustrike,Wallop
Zeustrike,Wink
Zeustrike,Zephyr
Kuneko,Air Camouflage
Kuneko,Air Coating
Kuneko,Air Resistance
Kuneko,Air Wall
Kuneko,AP Boost
Kuneko,AP Drain
Kuneko,AP Refund
Kuneko,AP Starter
Kuneko,AP Steal
Kuneko,Astral Camouflage
Kuneko,Astral Coating
Kuneko,Astral Resistance
Kuneko,Astral Wall
Kuneko,Bad Joke
Kuneko,Battery
Kuneko,bE rAnDoM!!
Kuneko,Beast Camouflage
Kuneko,Beast Coating
Kuneko,Beast Resistance
Kuneko,Beast Wall
Kuneko,Berserker
Kuneko,Bish Bash Bosh
Kuneko,Bite
Kuneko,Bloodlust
Kuneko,Breathing Technique
Kuneko,Broadcast
Kuneko,Call For Help
Kuneko,Carnivore
Kuneko,Change the Record
Kuneko,Charge
Kuneko,Clobber
Kuneko,Compliment
Kuneko,Copper Chop
Kuneko,Copy That
Kuneko,Copycat
Kuneko,Cosmic Kunai
Kuneko,Critical AP
Kuneko,Criticise
Kuneko,Crossfade
Kuneko,Custom Starter
Kuneko,Damage Roll
Kuneko,Defend
Kuneko,Delegate
Kuneko,Desperation
Kuneko,Dodge
Kuneko,Double Slice
Kuneko,Double Smack
Kuneko,Dual Wield
Kuneko,Déjà Vu
Kuneko,Elemental Coating
Kuneko,Elemental Wall
Kuneko,Energy Shot
Kuneko,Energy Wave
Kuneko,Focus
Kuneko,Fog
Kuneko,Frozen Ground
Kuneko,Gambit
Kuneko,Gasoline Spray
Kuneko,Glitter Bomb
Kuneko,Glitter Resistance
Kuneko,Headshot
Kuneko,Heroic Blade
Kuneko,Hurricane
Kuneko,Hypnotise
Kuneko,Icicle Dart
Kuneko,Inflame
Kuneko,Insomnia
Kuneko,Jagged Edge
Kuneko,Last Rites
Kuneko,Machine Curse
Kuneko,Magic Tome
Kuneko,Meditate
Kuneko,Mind-Meld
Kuneko,Multi Shot
Kuneko,Multi Smack
Kuneko,Multicopy
Kuneko,Neutralise
Kuneko,Nod
Kuneko,Parry Stance
Kuneko,Peekaboo
Kuneko,Pity AP
Kuneko,Plastic Knife
Kuneko,Pre-emptive Strike
Kuneko,Provoke
Kuneko,Quick Smack
Kuneko,Raise Arms
Kuneko,Raise Shields
Kuneko,Random Starter
Kuneko,Rapid Fire
Kuneko,Revenge Strike
Kuneko,Ritual
Kuneko,Roll Again
Kuneko,Sharp Edges
Kuneko,Sharpen
Kuneko,Silicon Slash
Kuneko,Slice
Kuneko,Smack
Kuneko,Snow Rush
Kuneko,Sonic Boom
Kuneko,Spit
Kuneko,Spray
Kuneko,Sprint
Kuneko,Stab In The Dark
Kuneko,Superheated Fist
Kuneko,Taunt
Kuneko,The Old 1-2
Kuneko,Throw
Kuneko,Toxic Stab
Kuneko,Toy Hammer
Kuneko,Trap Jaw
Kuneko,Treat
Kuneko,Trick
Kuneko,Trip
Kuneko,Unicast
Kuneko,Vengeful Curse
Kuneko,Wallop
Kuneko,Wink
Kuneko,Zephyr
Kuneko,Zoomies
Shining Kuneko,Air Camouflage
Shining Kuneko,Air Coating
Shining Kuneko,Air Resistance
Shining Kuneko,Air Wall
Shining Kuneko,AP Boost
Shining Kuneko,AP Drain
Shining Kuneko,AP Refund
Shining Kuneko,AP Starter
Shining Kuneko,AP Steal
Shining Kuneko,Astral Camouflage
Shining Kuneko,Astral Coating
Shining Kuneko,Astral Resistance
Shining Kuneko,Astral Wall
Shining Kuneko,Bad Joke
Shining Kuneko,Battery
Shining Kuneko,bE rAnDoM!!
Shining Kuneko,Beast Camouflage
Shining Kuneko,Beast Coating
Shining Kuneko,Beast Resistance
Shining Kuneko,Beast Wall
Shining Kuneko,Berserker
Shining Kuneko,Bish Bash Bosh
Shining Kuneko,Bite
Shining Kuneko,Bloodlust
Shining Kuneko,Breathing Technique
Shining Kuneko,Broadcast
Shining Kuneko,Call For Help
Shining Kuneko,Carnivore
Shining Kuneko,Change the Record
Shining Kuneko,Charge
Shining Kuneko,Clobber
Shining Kuneko,Compliment
Shining Kuneko,Copper Chop
Shining Kuneko,Copy That
Shining Kuneko,Copycat
Shining Kuneko,Cosmic Kunai
Shining Kuneko,Critical AP
Shining Kuneko,Criticise
Shining Kuneko,Crossfade
Shining Kuneko,Custom Starter
Shining Kuneko,Damage Roll
Shining Kuneko,Defend
Shining Kuneko,Delegate
Shining Kuneko,Desperation
Shining Kuneko,Dodge
Shining Kuneko,Double Slice
Shining Kuneko,Double Smack
Shining Kuneko,Dual Wield
Shining Kuneko,Déjà Vu
Shining Kuneko,Elemental Coating
Shining Kuneko,Elemental Wall
Shining Kuneko,Energy Shot
Shining Kuneko,Energy Wave
Shining Kuneko,Focus
Shining Kuneko,Fog
Shining Kuneko,Frozen Ground
Shining Kuneko,Galactic Beatdown
Shining Kuneko,Gambit
Shining Kuneko,Gasoline Spray
Shining Kuneko,Glitter Bomb
Shining Kuneko,Glitter Resistance
Shining Kuneko,Haunt
Shining Kuneko,Headshot
Shining Kuneko,Heroic Blade
Shining Kuneko,Hurricane
Shining Kuneko,Hypnotise
Shining Kuneko,Icicle Dart
Shining Kuneko,Inflame
Shining Kuneko,Insomnia
Shining Kuneko,Jagged Edge
Shining Kuneko,Last Rites
Shining Kuneko,Machine Curse
Shining Kuneko,Magic Tome
Shining Kuneko,Meditate
Shining Kuneko,Mind-Meld
Shining Kuneko,Multi Shot
Shining Kuneko,Multi Smack
Shining Kuneko,Multicopy
Shining Kuneko,Neutralise
Shining Kuneko,Nod
Shining Kuneko,Parry Stance
Shining Kuneko,Peekaboo
Shining Kuneko,Phase Shift
Shining Kuneko,Pity AP
Shining Kuneko,Plastic Knife
Shining Kuneko,Pre-emptive Strike
Shining Kuneko,Provoke
Shining Kuneko,Quick Smack
Shining Kuneko,Raise Arms
Shining Kuneko,Raise Shields
Shining Kuneko,Random Starter
Shining Kuneko,Rapid Fire
Shining Kuneko,Revenge Strike
Shining Kuneko,Ritual
Shining Kuneko,Roll Again
Shining Kuneko,Sharp Edges
Shining Kuneko,Sharpen
Shining Kuneko,Shooting Star
Shining Kuneko,Silicon Slash
Shining Kuneko,Slice
Shining Kuneko,Smack
Shining Kuneko,Snow Rush
Shining Kuneko,Sonic Boom
Shining Kuneko,Spit
Shining Kuneko,Spray
Shining Kuneko,Sprint
Shining Kuneko,Stab In The Dark
Shining Kuneko,Superheated Fist
Shining Kuneko,Taunt
Shining Kuneko,The Old 1-2
Shining Kuneko,Throw
Shining Kuneko,Toxic Stab
Shining Kuneko,Toy Hammer
Shining Kuneko,Trap Jaw
Shining Kuneko,Treat
Shining Kuneko,Trick
Shining Kuneko,Trip
Shining Kuneko,Unicast
Shining Kuneko,Vengeful Curse
Shining Kuneko,Wallop
Shining Kuneko,Wink
Shining Kuneko,Zephyr
Shining Kuneko,Zoomies
Djinn Entonic,AP Boost
Djinn Entonic,AP Drain
Djinn Entonic,AP Refund
Djinn Entonic,AP Starter
Djinn Entonic,AP Steal
Djinn Entonic,Astral Camouflage
Djinn Entonic,Astral Coating
Djinn Entonic,Astral Resistance
Djinn Entonic,Astral Wall
Djinn Entonic,Berserker
Djinn Entonic,Bish Bash Bosh
Djinn Entonic,Blood Donation
Djinn Entonic,Bloodlust
Djinn Entonic,Boil
Djinn Entonic,Bottle Volley
Djinn Entonic,Breathing Technique
Djinn Entonic,Call For Help
Djinn Entonic,Change the Record
Djinn Entonic,Chemical Imbalance
Djinn Entonic,Clobber
Djinn Entonic,Coal Story
Djinn Entonic,Compliment
Djinn Entonic,Copy That
Djinn Entonic,Copycat
Djinn Entonic,Critical AP
Djinn Entonic,Criticise
Djinn Entonic,Crossfade
Djinn Entonic,Custom Starter
Djinn Entonic,Defend
Djinn Entonic,Delegate
Djinn Entonic,Desperation
Djinn Entonic,Djinntoxicate
Djinn Entonic,Dodge
Djinn Entonic,Double Slice
Djinn Entonic,Double Smack
Djinn Entonic,Déjà Vu
Djinn Entonic,Elemental Coating
Djinn Entonic,Elemental Wall
Djinn Entonic,Energy Shot
Djinn Entonic,Energy Wave
Djinn Entonic,Fireproof
Djinn Entonic,Focus
Djinn Entonic,Galactic Beatdown
Djinn Entonic,Gambit
Djinn Entonic,Gasoline Spray
Djinn Entonic,Glass Cannon
Djinn Entonic,Glass Resistance
Djinn Entonic,Guzzle Fuel
Djinn Entonic,Haunt
Djinn Entonic,Headshot
Djinn Entonic,Hot Potato
Djinn Entonic,Hypnotise
Djinn Entonic,Insomnia
Djinn Entonic,Last Rites
Djinn Entonic,Life Absorb
Djinn Entonic,Machine Curse
Djinn Entonic,Magic Tome
Djinn Entonic,Meditate
Djinn Entonic,Mind-Meld
Djinn Entonic,Moonshine
Djinn Entonic,Multi Shot
Djinn Entonic,Multi Smack
Djinn Entonic,Multicopy
Djinn Entonic,Neutralise
Djinn Entonic,Nod
Djinn Entonic,Parry Stance
Djinn Entonic,Peekaboo
Djinn Entonic,Phase Shift
Djinn Entonic,Pity AP
Djinn Entonic,Pre-emptive Strike
Djinn Entonic,Provoke
Djinn Entonic,Raise Arms
Djinn Entonic,Raise Shields
Djinn Entonic,Random Starter
Djinn Entonic,Revenge Strike
Djinn Entonic,Ritual
Djinn Entonic,Roll Again
Djinn Entonic,Scorch
Djinn Entonic,Sharpen
Djinn Entonic,Shooting Star
Djinn Entonic,Slice
Djinn Entonic,Smack
Djinn Entonic,Spit
Djinn Entonic,Spray
Djinn Entonic,Sprint
Djinn Entonic,Taunt
Djinn Entonic,The Old 1-2
Djinn Entonic,Trick
Djinn Entonic,Trip
Djinn Entonic,Vengeful Curse
Djinn Entonic,Wallop
Djinn Entonic,Wink
Arkidd,AP Boost
Arkidd,AP Drain
Arkidd,AP Factory
Arkidd,AP Refund
Arkidd,AP Starter
Arkidd,Automation
Arkidd,Battery
Arkidd,Bish Bash Bosh
Arkidd,Broadcast
Arkidd,Call For Help
Arkidd,Charge
Arkidd,Clobber
Arkidd,Compliment
Arkidd,Copper Chop
Arkidd,Critical AP
Arkidd,Criticise
Arkidd,Crossfade
Arkidd,Custom Starter
Arkidd,Defend
Arkidd,Delegate
Arkidd,Desperation
Arkidd,Dodge
Arkidd,Double Slice
Arkidd,Double Smack
Arkidd,Dual Wield
Arkidd,Déjà Vu
Arkidd,Echolocation
Arkidd,Elemental Coating
Arkidd,Elemental Wall
Arkidd,Energy Shot
Arkidd,Energy Wave
Arkidd,Fire Wall
Arkidd,Focus
Arkidd,Frozen Ground
Arkidd,Gambit
Arkidd,Gear Shear
Arkidd,Grounded
Arkidd,Headshot
Arkidd,Icicle Dart
Arkidd,Ionised Air
Arkidd,Last Rites
Arkidd,Lightning Bolt
Arkidd,Lightning Camouflage
Arkidd,Lightning Coating
Arkidd,Lightning Wall
Arkidd,Magnet
Arkidd,Metal Camouflage
Arkidd,Metal Coating
Arkidd,Metal Resistance
Arkidd,Metal Wall
Arkidd,Multi Shot
Arkidd,Multi Smack
Arkidd,Nod
Arkidd,Pity AP
Arkidd,Plastic Resistance
Arkidd,Plastic Wall
Arkidd,Quick Smack
Arkidd,Raise Arms
Arkidd,Raise Shields
Arkidd,Random Starter
Arkidd,Rapid Fire
Arkidd,Roll Again
Arkidd,Self-Destruct
Arkidd,Sharpen
Arkidd,Shrapnel
Arkidd,Silicon Slash
Arkidd,Slice
Arkidd,Smack
Arkidd,Snow Rush
Arkidd,Spit
Arkidd,Spray
Arkidd,Sprint
Arkidd,Superheated Fist
Arkidd,The Old 1-2
Arkidd,Throw
Arkidd,Thunder Blast
Arkidd,Torrent
Arkidd,Toy Hammer
Arkidd,Trip
Arkidd,Unicast
Arkidd,Wallop
Arkidd,Wink
Undyin,AP Boost
Undyin,AP Drain
Undyin,AP Refund
Undyin,AP Starter
Undyin,Astral Camouflage
Undyin,Astral Coating
Undyin,Astral Resistance
Undyin,Astral Wall
Undyin,Bish Bash Bosh
Undyin,Bite
Undyin,Blood Donation
Undyin,Boil
Undyin,Burning Passion
Undyin,Call For Help
Undyin,Carnivore
Undyin,Clobber
Undyin,Cold Fusion
Undyin,Compliment
Undyin,Critical AP
Undyin,Criticise
Undyin,Crossfade
Undyin,Custom Starter
Undyin,Deep Freeze
Undyin,Defend
Undyin,Delegate
Undyin,Desperation
Undyin,Dodge
Undyin,Double Slice
Undyin,Double Smack
Undyin,Elemental Coating
Undyin,Elemental Wall
Undyin,Energy Shot
Undyin,Energy Wave
Undyin,Final Breath
Undyin,Flirt
Undyin,Focus
Undyin,Fog
Undyin,Gambit
Undyin,Haunt
Undyin,Headshot
Undyin,Ice Breaker
Undyin,Ice Camouflage
Undyin,Ice Coating
Undyin,Ice Resistance
Undyin,Ice Wall
Undyin,Inflame
Undyin,Last Rites
Undyin,Life Absorb
Undyin,Multi Shot
Undyin,Multi Smack
Undyin,Nod
Undyin,Nurse
Undyin,Phase Shift
Undyin,Pity AP
Undyin,Raise Arms
Undyin,Raise Shields
Undyin,Random Starter
Undyin,Retribution
Undyin,Ritual
Undyin,Sharpen
Undyin,Slice
Undyin,Smack
Undyin,Spit
Undyin,Spray
Undyin,Sprint
Undyin,The Old 1-2
Undyin,Torrent
Undyin,Trap Jaw
Undyin,Trip
Undyin,Two Heads
Undyin,Undertow
Undyin,Vampire
Undyin,Vengeful Curse
Undyin,Wallop
Undyin,Water Camouflage
Undyin,Water Coating
Undyin,Water Wall
Undyin,Waterproof
Undyin,Wink
Spooki-onna,Air Camouflage
Spooki-onna,Air Coating
Spooki-onna,Air Resistance
Spooki-onna,Air Wall
Spooki-onna,AP Boost
Spooki-onna,AP Drain
Spooki-onna,AP Refund
Spooki-onna,AP Starter
Spooki-onna,Astral Camouflage
Spooki-onna,Astral Coating
Spooki-onna,Astral Resistance
Spooki-onna,Astral Wall
Spooki-onna,Avalanche
Spooki-onna,Bish Bash Bosh
Spooki-onna,Blizzard
Spooki-onna,Blood Donation
Spooki-onna,Breathing Technique
Spooki-onna,Butterfly Effect
Spooki-onna,Call For Help
Spooki-onna,Clobber
Spooki-onna,Cold Fusion
Spooki-onna,Compliment
Spooki-onna,Critical AP
Spooki-onna,Criticise
Spooki-onna,Crossfade
Spooki-onna,Crumble
Spooki-onna,Crystal Lens
Spooki-onna,Custom Starter
Spooki-onna,Deep Freeze
Spooki-onna,Defend
Spooki-onna,Delegate
Spooki-onna,Desperation
Spooki-onna,Dodge
Spooki-onna,Double Slice
Spooki-onna,Double Smack
Spooki-onna,Déjà Vu
Spooki-onna,Elemental Coating
Spooki-onna,Elemental Wall
Spooki-onna,Energy Shot
Spooki-onna,Energy Wave
Spooki-onna,Flirt
Spooki-onna,Focus
Spooki-onna,Fog
Spooki-onna,Frozen Ground
Spooki-onna,Gambit
Spooki-onna,Grounded
Spooki-onna,Haunt
Spooki-onna,Headshot
Spooki-onna,Hurricane
Spooki-onna,Hypnotise
Spooki-onna,Ice Breaker
Spooki-onna,Ice Camouflage
Spooki-onna,Ice Coating
Spooki-onna,Ice Resistance
Spooki-onna,Ice Wall
Spooki-onna,Icicle Dart
Spooki-onna,Inflame
Spooki-onna,Insomnia
Spooki-onna,Jagged Edge
Spooki-onna,Last Rites
Spooki-onna,Life Absorb
Spooki-onna,Liftoff
Spooki-onna,Lightning Bolt
Spooki-onna,Lightning Camouflage
Spooki-onna,Lightning Coating
Spooki-onna,Lightning Wall
Spooki-onna,Machine Curse
Spooki-onna,Magic Tome
Spooki-onna,Meditate
Spooki-onna,Mind-Meld
Spooki-onna,Multi Shot
Spooki-onna,Multi Smack
Spooki-onna,Nod
Spooki-onna,Phase Shift
Spooki-onna,Pity AP
Spooki-onna,Raise Arms
Spooki-onna,Raise Shields
Spooki-onna,Random Starter
Spooki-onna,Ritual
Spooki-onna,Self-Assured
Spooki-onna,Sharpen
Spooki-onna,Slice
Spooki-onna,Smack
Spooki-onna,Snow Rush
Spooki-onna,Sonic Boom
Spooki-onna,Spit
Spooki-onna,Spray
Spooki-onna,Sprint
Spooki-onna,The Old 1-2
Spooki-onna,Thunder Blast
Spooki-onna,Trip
Spooki-onna,Unshakeable
Spooki-onna,Vengeful Curse
Spooki-onna,Wallop
Spooki-onna,Wink
Spooki-onna,Zephyr
Khepri,Air Camouflage
Khepri,Air Coating
Khepri,Air Resistance
Khepri,Air Wall
Khepri,AP Boost
Khepri,AP Drain
Khepri,AP Factory
Khepri,AP Refund
Khepri,AP Starter
Khepri,Astral Camouflage
Khepri,Astral Coating
Khepri,Astral Resistance
Khepri,Astral Wall
Khepri,Automation
Khepri,Bish Bash Bosh
Khepri,Boil
Khepri,Broadcast
Khepri,Burning Passion
Khepri,Butterfly Effect
Khepri,Clobber
Khepri,Close Encounter
Khepri,Coal Story
Khepri,Compliment
Khepri,Critical AP
Khepri,Criticise
Khepri,Crossfade
Khepri,Crumble
Khepri,Custom Starter
Khepri,Defend
Khepri,Delegate
Khepri,Desperation
Khepri,Dodge
Khepri,Double Slice
Khepri,Double Smack
Khepri,Earth Resistance
Khepri,Earth Wall
Khepri,Echolocation
Khepri,Elemental Coating
Khepri,Elemental Wall
Khepri,Energy Shot
Khepri,Energy Wave
Khepri,Fire Camouflage
Khepri,Fire Coating
Khepri,Fire Wall
Khepri,Fireproof
Khepri,Focus
Khepri,Galactic Beatdown
Khepri,Gambit
Khepri,Gasoline Spray
Khepri,Gear Shear
Khepri,Glitter Bomb
Khepri,Grounded
Khepri,Guzzle Fuel
Khepri,Headshot
Khepri,Hot Potato
Khepri,Ice Breaker
Khepri,Ice Resistance
Khepri,Incinerate
Khepri,Inflame
Khepri,Last Rites
Khepri,Leech
Khepri,Liftoff
Khepri,Magnet
Khepri,Metal Camouflage
Khepri,Metal Coating
Khepri,Metal Resistance
Khepri,Metal Wall
Khepri,Moonshine
Khepri,Mountain Smash
Khepri,Multi Shot
Khepri,Multi Smack
Khepri,Nod
Khepri,Pity AP
Khepri,Pustule Bomb
Khepri,Raise Arms
Khepri,Raise Shields
Khepri,Random Starter
Khepri,Rapid Fire
Khepri,Scorch
Khepri,Self-Destruct
Khepri,Sharpen
Khepri,Shooting Star
Khepri,Shrapnel
Khepri,Slice
Khepri,Smack
Khepri,Sonic Boom
Khepri,Spit
Khepri,Spray
Khepri,Sprint
Khepri,Sticky Spray
Khepri,Sure-Fire
Khepri,The Old 1-2
